Price,Close,High,Low,Open,Volume
Ticker,^CNX100,^CNX100,^CNX100,^CNX100,^CNX100
Date,,,,,
2017-07-18,10162.150390625,10224.2998046875,10138.099609375,10173.900390625,4197100
2017-07-19,10246.7001953125,10251.25,10189.5498046875,10193.4501953125,3413700
2017-07-20,10217.400390625,10267.5498046875,10207.900390625,10265.599609375,2775600
2017-07-21,10258.099609375,10266.099609375,10176.0,10243.599609375,3410000
2017-07-24,10304.4501953125,10319.75,10261.9501953125,10277.9501953125,2898400
2017-07-25,10307.2998046875,10346.900390625,10291.0498046875,10346.25,3331100
2017-07-26,10357.650390625,10363.4501953125,10310.349609375,10326.650390625,3192300
2017-07-27,10348.7001953125,10447.150390625,10334.5498046875,10398.650390625,4651000
2017-07-28,10353.7001953125,10365.099609375,10282.7998046875,10323.400390625,3205400
2017-07-31,10417.7998046875,10426.400390625,10360.0,10376.75,3694600
2017-08-01,10447.650390625,10459.400390625,10407.75,10442.650390625,3258600
2017-08-02,10410.2998046875,10472.150390625,10383.7001953125,10470.25,2817500
2017-08-03,10354.4501953125,10411.900390625,10338.0,10411.900390625,3359000
2017-08-04,10419.849609375,10431.650390625,10329.9501953125,10348.2001953125,3087000
2017-08-07,10434.150390625,10456.849609375,10418.2998046875,10431.150390625,2387500
2017-08-08,10344.7001953125,10461.75,10309.099609375,10447.25,3531900
2017-08-09,10254.5498046875,10330.5498046875,10236.599609375,10325.75,2796600
2017-08-10,10133.849609375,10229.0,10078.0498046875,10215.650390625,4168700
2017-08-11,10037.150390625,10107.400390625,10007.9501953125,10017.7001953125,4559300
2017-08-14,10144.2001953125,10167.5,10086.0498046875,10089.2001953125,3130400
2017-08-16,10249.9501953125,10256.9501953125,10123.9501953125,10180.0,3357300
2017-08-17,10255.0,10300.599609375,10234.7001953125,10298.849609375,3196600
2017-08-18,10193.2001953125,10212.599609375,10135.4501953125,10212.599609375,3615400
2017-08-21,10095.150390625,10240.900390625,10080.25,10221.650390625,3052300
2017-08-22,10096.5498046875,10174.5498046875,10083.4501953125,10157.0,3038900
2017-08-23,10193.7998046875,10199.650390625,10118.9501953125,10138.5,2855500
2017-08-24,10211.599609375,10232.5498046875,10194.4501953125,10223.4501953125,2911300
2017-08-28,10275.9501953125,10289.849609375,10239.650390625,10260.25,2831200
2017-08-29,10156.5,10251.599609375,10141.849609375,10251.2001953125,2839900
2017-08-30,10258.0498046875,10279.849609375,10216.900390625,10223.7001953125,2546700
2017-08-31,10286.5498046875,10293.400390625,10229.599609375,10279.75,4934300
2017-09-01,10352.400390625,10361.2001953125,10284.2998046875,10310.5,2841000
2017-09-04,10289.650390625,10365.2998046875,10226.900390625,10361.7998046875,2668800
2017-09-05,10333.0498046875,10343.25,10279.349609375,10314.0,2273700
2017-09-06,10303.849609375,10319.25,10260.900390625,10278.349609375,2630500
2017-09-07,10327.849609375,10358.7001953125,10311.5498046875,10339.150390625,2896700
2017-09-08,10320.099609375,10363.2001953125,10297.5498046875,10358.2998046875,2744300
2017-09-11,10394.7998046875,10418.5498046875,10351.400390625,10361.4501953125,2674600
2017-09-12,10485.849609375,10489.900390625,10418.150390625,10447.349609375,3012100
2017-09-13,10468.099609375,10530.5,10451.5498046875,10494.849609375,3681200
2017-09-14,10480.2001953125,10523.650390625,10458.7001953125,10499.5,3890500
2017-09-15,10475.0498046875,10504.75,10428.900390625,10454.900390625,4076500
2017-09-18,10540.5,10559.2001953125,10524.9501953125,10526.599609375,2453000
2017-09-19,10540.099609375,10566.9501953125,10517.75,10563.349609375,2889100
2017-09-20,10529.849609375,10565.0498046875,10523.5498046875,10556.0,3292100
2017-09-21,10501.900390625,10547.4501953125,10434.400390625,10529.9501953125,3108800
2017-09-22,10320.9501953125,10472.9501953125,10308.099609375,10472.349609375,3524600
2017-09-25,10219.7001953125,10319.4501953125,10159.650390625,10319.4501953125,3508500
2017-09-26,10222.5,10248.2001953125,10156.400390625,10222.849609375,3030400
2017-09-27,10074.0498046875,10274.7001953125,10052.0498046875,10274.7001953125,3332000
2017-09-28,10107.900390625,10129.099609375,10020.5498046875,10080.599609375,5741600
2017-09-29,10143.900390625,10210.349609375,10128.150390625,10154.7998046875,3347000
2017-10-03,10221.75,10255.75,10194.7001953125,10252.900390625,2949700
2017-10-04,10274.0498046875,10298.25,10213.099609375,10247.150390625,2592200
2017-10-05,10255.5498046875,10312.900390625,10247.9501953125,10289.0,2343400
2017-10-06,10347.650390625,10356.0498046875,10276.5,10277.849609375,2987700
2017-10-09,10357.9501953125,10390.7998046875,10331.099609375,10360.2998046875,2311100
2017-10-10,10392.0,10409.0,10375.400390625,10386.2998046875,2392700
2017-10-11,10353.900390625,10447.150390625,10319.4501953125,10421.650390625,3172600
2017-10-12,10469.2998046875,10477.349609375,10344.2998046875,10381.849609375,3063200
2017-10-13,10534.599609375,10558.2998046875,10496.7998046875,10500.5,3504100
2017-10-16,10595.150390625,10611.599609375,10539.5498046875,10575.4501953125,3294800
2017-10-17,10605.7998046875,10618.7001953125,10575.9501953125,10593.099609375,3375800
2017-10-18,10582.349609375,10608.7001953125,10545.599609375,10585.349609375,3841100
2017-10-19,10517.2998046875,10587.349609375,10491.150390625,10585.9501953125,550600
2017-10-23,10557.9501953125,10590.650390625,10496.849609375,10545.2001953125,3894400
2017-10-24,10574.75,10607.150390625,10550.25,10593.25,3604200
2017-10-25,10672.0,10707.849609375,10611.349609375,10688.9501953125,10640100
2017-10-26,10720.4501953125,10732.150390625,10652.650390625,10672.0,8645500
2017-10-27,10714.0,10752.400390625,10702.0498046875,10741.7998046875,5759400
2017-10-30,10767.849609375,10786.2001953125,10739.650390625,10747.9501953125,4213500
2017-10-31,10740.849609375,10776.7998046875,10723.5,10774.4501953125,4442100
2017-11-01,10847.900390625,10860.7998046875,10793.650390625,10799.75,5001800
2017-11-02,10839.400390625,10868.2998046875,10822.2001953125,10850.75,3949500
2017-11-03,10866.4501953125,10878.0498046875,10817.75,10878.0,5357900
2017-11-06,10878.150390625,10918.0498046875,10839.5,10853.900390625,4186300
2017-11-07,10762.400390625,10916.0498046875,10750.4501953125,10908.599609375,5284400
2017-11-08,10707.5498046875,10798.2998046875,10686.75,10776.25,4748500
2017-11-09,10723.650390625,10781.650390625,10669.5498046875,10767.400390625,4285500
2017-11-10,10729.5498046875,10751.599609375,10662.349609375,10717.9501953125,4675800
2017-11-13,10632.650390625,10743.349609375,10623.849609375,10733.099609375,3876200
2017-11-14,10593.7998046875,10658.7001953125,10582.2998046875,10633.400390625,4661100
2017-11-15,10514.900390625,10582.4501953125,10487.2001953125,10577.2001953125,3925200
2017-11-16,10618.4501953125,10636.9501953125,10537.099609375,10550.7998046875,3300500
2017-11-17,10701.2998046875,10759.0,10686.349609375,10734.2001953125,4128500
2017-11-20,10716.400390625,10729.5,10678.599609375,10705.150390625,3262500
2017-11-21,10744.0,10776.0498046875,10726.2001953125,10748.4501953125,3633700
2017-11-22,10755.400390625,10783.4501953125,10718.9501953125,10770.7998046875,3343800
2017-11-23,10760.349609375,10786.0,10715.4501953125,10772.400390625,3252100
2017-11-24,10803.150390625,10814.4501953125,10773.75,10781.099609375,2619800
2017-11-27,10816.2001953125,10823.5498046875,10755.5498046875,10777.650390625,2956200
2017-11-28,10792.599609375,10832.650390625,10773.400390625,10807.5,3694000
2017-11-29,10784.400390625,10819.400390625,10768.849609375,10802.5,2982500
2017-11-30,10650.75,10755.5,10636.0,10754.75,6188800
2017-12-01,10542.0498046875,10704.400390625,10526.2001953125,10690.099609375,3065600
2017-12-04,10548.5498046875,10599.849609375,10508.25,10595.7998046875,2707600
2017-12-05,10541.2998046875,10567.599609375,10481.5498046875,10539.75,2770800
2017-12-06,10459.7001953125,10526.400390625,10449.9501953125,10511.099609375,2816100
2017-12-07,10594.599609375,10609.25,10478.349609375,10478.5498046875,2956600
2017-12-08,10698.099609375,10705.75,10628.2998046875,10630.4501953125,3526500
2017-12-11,10752.599609375,10758.9501953125,10714.75,10745.7998046875,2494900
2017-12-12,10663.5498046875,10756.2001953125,10653.5498046875,10755.2998046875,2967400
2017-12-13,10605.650390625,10716.849609375,10579.75,10660.2998046875,3100400
2017-12-14,10658.400390625,10681.5498046875,10546.0498046875,10642.0,2806300
2017-12-15,10743.650390625,10783.400390625,10731.349609375,10755.75,3700300
2017-12-18,10807.849609375,10862.7001953125,10484.75,10673.7998046875,4057000
2017-12-19,10897.5498046875,10906.5,10831.599609375,10838.7998046875,3299300
2017-12-20,10881.900390625,10926.900390625,10873.4501953125,10926.900390625,3677100
2017-12-21,10886.349609375,10913.150390625,10872.849609375,10911.5498046875,3180300
2017-12-22,10940.650390625,10949.099609375,10896.0498046875,10904.9501953125,2949900
2017-12-26,10982.0498046875,10993.599609375,10934.2001953125,10962.849609375,3182300
2017-12-27,10937.849609375,11002.5498046875,10913.4501953125,10984.0,3203200
2017-12-28,10927.0498046875,10982.7998046875,10911.900390625,10947.5,4736200
2017-12-29,10985.150390625,10993.2001953125,10941.349609375,10944.75,3105800
2018-01-01,10897.75,10998.2001953125,10884.849609375,10990.4501953125,2802600
2018-01-02,10899.2998046875,10959.0,10854.4501953125,10941.599609375,3604900
2018-01-03,10910.0498046875,10968.9501953125,10894.400390625,10942.4501953125,3386100
2018-01-04,10982.150390625,10990.5,10907.900390625,10938.2998046875,3890900
2018-01-05,11051.25,11056.650390625,11004.7998046875,11015.0498046875,4234300
2018-01-08,11120.5498046875,11127.7998046875,11082.0,11084.0,3232100
2018-01-09,11125.0,11155.0498046875,11088.5498046875,11142.349609375,3787100
2018-01-10,11117.4501953125,11143.849609375,11076.7998046875,11140.849609375,3372400
2018-01-11,11132.400390625,11148.2001953125,11092.2001953125,11121.900390625,2828600
2018-01-12,11159.099609375,11173.400390625,11067.599609375,11165.0498046875,3253900
2018-01-15,11207.75,11255.7001953125,11192.099609375,11196.150390625,2964400
2018-01-16,11142.7998046875,11229.9501953125,11127.599609375,11229.599609375,3744100
2018-01-17,11232.75,11246.150390625,11086.7998046875,11144.75,4233000
2018-01-18,11234.5,11329.400390625,11190.900390625,11316.849609375,4994400
2018-01-19,11315.75,11328.25,11208.7998046875,11246.2001953125,3453000
2018-01-22,11391.2001953125,11399.599609375,11302.650390625,11308.0,3580400
2018-01-23,11506.650390625,11515.75,11420.0,11422.9501953125,4867300
2018-01-24,11497.4501953125,11528.400390625,11456.9501953125,11489.0498046875,5092700
2018-01-25,11459.0498046875,11509.7001953125,11414.75,11509.7001953125,6518200
2018-01-29,11505.4501953125,11552.7998046875,11471.7998046875,11474.2998046875,3961400
2018-01-30,11424.599609375,11494.9501953125,11408.5,11494.9501953125,3708200
2018-01-31,11393.5498046875,11430.849609375,11338.849609375,11393.75,4309800
2018-02-01,11385.150390625,11483.0,11232.0498046875,11414.2998046875,4973500
2018-02-02,11111.2001953125,11316.2998046875,11087.7998046875,11300.849609375,5471200
2018-02-05,11023.849609375,11060.4501953125,10929.400390625,10951.25,4398200
2018-02-06,10851.650390625,10944.150390625,10610.75,10630.25,5019800
2018-02-07,10844.7001953125,10977.599609375,10814.349609375,10969.2001953125,4419900
2018-02-08,10958.9501953125,11017.75,10851.849609375,10887.099609375,4130500
2018-02-09,10846.099609375,10871.349609375,10771.849609375,10787.9501953125,3680300
2018-02-12,10945.150390625,10960.349609375,10884.150390625,10916.150390625,4257500
2018-02-14,10908.150390625,10998.5,10864.0,10994.849609375,4810600
2018-02-15,10932.0498046875,11013.7998046875,10898.900390625,10945.0,5198300
2018-02-16,10831.349609375,11000.7998046875,10809.349609375,10984.0498046875,4863700
2018-02-19,10748.349609375,10867.25,10670.650390625,10866.849609375,4590400
2018-02-20,10740.0,10805.2001953125,10725.5,10761.0498046875,4611800
2018-02-21,10765.5,10806.349609375,10722.2998046875,10806.0498046875,4255400
2018-02-22,10737.349609375,10755.400390625,10705.0498046875,10725.2998046875,5579800
2018-02-23,10857.849609375,10866.7001953125,10755.099609375,10766.25,3980600
2018-02-26,10953.7998046875,10963.4501953125,10893.5,10899.0498046875,3565700
2018-02-27,10922.75,11004.25,10905.400390625,10986.5498046875,5272700
2018-02-28,10861.400390625,10903.25,10826.900390625,10855.099609375,7003200
2018-03-01,10820.0,10899.599609375,10808.5498046875,10850.7001953125,4351400
2018-03-05,10714.599609375,10788.5,10676.150390625,10788.25,4100200
2018-03-06,10603.099609375,10802.2998046875,10570.599609375,10779.9501953125,4068600
2018-03-07,10501.400390625,10600.0,10487.849609375,10586.0498046875,4626700
2018-03-08,10578.0,10605.7001953125,10476.4501953125,10566.0498046875,4315400
2018-03-09,10564.5498046875,10637.4501953125,10548.400390625,10610.599609375,3797600
2018-03-12,10747.650390625,10759.2998046875,10635.150390625,10642.650390625,4123400
2018-03-13,10772.0498046875,10816.0,10710.75,10719.0498046875,5340600
2018-03-14,10760.0,10769.0498046875,10685.599609375,10734.4501953125,4085000
2018-03-15,10716.0498046875,10775.9501953125,10701.349609375,10754.9501953125,3490500
2018-03-16,10556.2001953125,10701.75,10541.4501953125,10700.75,5739600
2018-03-19,10444.0498046875,10587.0498046875,10425.099609375,10578.4501953125,4252400
2018-03-20,10478.150390625,10507.4501953125,10396.400390625,10398.7001953125,3845300
2018-03-21,10511.75,10585.9501953125,10488.7998046875,10536.2001953125,3624800
2018-03-22,10470.400390625,10564.5498046875,10461.5,10522.900390625,3732300
2018-03-23,10357.599609375,10380.900390625,10301.9501953125,10318.5498046875,4905000
2018-03-26,10497.5498046875,10511.0498046875,10324.4501953125,10351.9501953125,4530800
2018-03-27,10556.599609375,10578.650390625,10510.0498046875,10558.2998046875,4068100
2018-03-28,10478.400390625,10530.599609375,10463.9501953125,10515.400390625,6005300
2018-04-02,10596.0,10604.75,10497.2001953125,10521.4501953125,3570100
2018-04-03,10643.900390625,10654.400390625,10561.650390625,10574.25,3719100
2018-04-04,10523.599609375,10683.900390625,10506.900390625,10674.599609375,4113000
2018-04-05,10726.25,10732.900390625,10627.7001953125,10628.7001953125,4007400
2018-04-06,10750.349609375,10766.0,10690.849609375,10726.2998046875,3717500
2018-04-09,10792.599609375,10811.400390625,10747.2001953125,10752.400390625,3851000
2018-04-10,10810.4501953125,10839.599609375,10788.5498046875,10829.150390625,4062100
2018-04-11,10826.150390625,10837.0,10764.900390625,10837.0,3920600
2018-04-12,10860.349609375,10874.349609375,10802.2001953125,10819.4501953125,3675300
2018-04-13,10879.349609375,10923.599609375,10849.5,10896.75,3621000
2018-04-16,10928.9501953125,10939.5,10798.75,10800.5,3186200
2018-04-17,10950.0498046875,10961.400390625,10896.25,10960.75,3384000
2018-04-18,10928.4501953125,10995.400390625,10910.7001953125,10981.650390625,3554900
2018-04-19,10974.75,10981.0498046875,10951.4501953125,10968.5498046875,4165300
2018-04-20,10966.849609375,10982.75,10928.9501953125,10967.0,3899700
2018-04-23,10993.2998046875,11043.900390625,10927.7001953125,10993.900390625,3297500
2018-04-24,11022.349609375,11041.849609375,10976.400390625,10988.2998046875,3583400
2018-04-25,10980.5498046875,11023.2998046875,10944.900390625,11021.349609375,3541600
2018-04-26,11018.75,11029.0498046875,10967.2001953125,10999.0498046875,5523200
2018-04-27,11095.0,11122.25,11052.400390625,11056.0498046875,4447800
2018-04-30,11145.900390625,11163.150390625,11110.5498046875,11112.2001953125,2929900
2018-05-02,11105.900390625,11191.9501953125,11076.7001953125,11191.599609375,3793700
2018-05-03,11051.099609375,11106.25,11017.2998046875,11106.0498046875,3372200
2018-05-04,10986.5,11073.0498046875,10972.0,11073.0498046875,3288600
2018-05-07,11085.0498046875,11094.349609375,11005.2001953125,11023.900390625,2771200
2018-05-08,11082.2001953125,11127.599609375,11057.7001953125,11126.650390625,4233600
2018-05-09,11095.0,11121.75,11055.099609375,11057.7998046875,3299300
2018-05-10,11052.5,11138.0,11040.7998046875,11131.150390625,3364000
2018-05-11,11131.9501953125,11137.4501953125,11052.849609375,11079.75,4105900
2018-05-14,11124.099609375,11158.0,11095.900390625,11143.349609375,3310300
2018-05-15,11113.7001953125,11248.9501953125,11088.349609375,11128.900390625,4579300
2018-05-16,11058.7001953125,11107.75,11007.599609375,11062.9501953125,4660500
2018-05-17,11006.900390625,11095.4501953125,10988.650390625,11094.150390625,4071900
2018-05-18,10908.0498046875,11000.2001953125,10899.400390625,10998.75,3961700
2018-05-21,10814.599609375,10932.349609375,10803.7998046875,10927.75,3796100
2018-05-22,10852.7998046875,10863.0498046875,10787.0498046875,10816.2998046875,4873500
2018-05-23,10750.5498046875,10852.900390625,10737.5498046875,10839.349609375,4873800
2018-05-24,10827.25,10849.4501953125,10734.7001953125,10785.849609375,4798100
2018-05-25,10934.0,10954.400390625,10838.9501953125,10849.400390625,4583600
2018-05-28,11033.5498046875,11051.650390625,10974.7998046875,10981.2998046875,4343400
2018-05-29,10983.2998046875,11065.0498046875,10962.5498046875,11034.349609375,4729900
2018-05-30,10961.599609375,10996.7001953125,10910.849609375,10925.5498046875,4400900
2018-05-31,11064.150390625,11089.099609375,10961.400390625,11016.349609375,9685200
2018-06-01,11013.849609375,11096.9501953125,11001.0,11068.2998046875,4079100
2018-06-04,10940.0498046875,11087.099609375,10931.4501953125,11083.349609375,3842500
2018-06-05,10892.849609375,10944.25,10852.2001953125,10941.7001953125,3630600
2018-06-06,10997.2001953125,11010.099609375,10889.650390625,10903.2001953125,3664300
2018-06-07,11091.9501953125,11134.5,11037.900390625,11037.900390625,4049600
2018-06-08,11098.25,11108.599609375,11035.9501953125,11059.2998046875,4099900
2018-06-11,11116.2001953125,11179.599609375,11106.2998046875,11115.7001953125,3973700
2018-06-12,11176.7001953125,11189.900390625,11119.349609375,11144.400390625,3770100
2018-06-13,11185.900390625,11226.0,11176.0498046875,11219.75,3933400
2018-06-14,11139.9501953125,11166.0,11101.400390625,11165.349609375,3421000
2018-06-15,11136.2998046875,11162.150390625,11078.2998046875,11139.25,5006900
2018-06-18,11112.900390625,11148.400390625,11102.75,11148.400390625,3247500
2018-06-19,11021.9501953125,11100.400390625,11012.4501953125,11100.400390625,3797000
2018-06-20,11076.0498046875,11087.5,11030.9501953125,11047.849609375,3573400
2018-06-21,11039.9501953125,11115.0,11025.900390625,11113.25,3705400
2018-06-22,11119.650390625,11134.4501953125,11001.0498046875,11041.150390625,3762500
2018-06-25,11045.4501953125,11127.599609375,11034.9501953125,11120.9501953125,3868400
2018-06-26,11054.099609375,11091.400390625,11016.099609375,11025.599609375,4067900
2018-06-27,10946.7001953125,11072.099609375,10927.900390625,11072.099609375,4298100
2018-06-28,10855.0,10951.349609375,10827.150390625,10934.7998046875,5906300
2018-06-29,10993.4501953125,11000.2001953125,10883.650390625,10884.150390625,4306500
2018-07-02,10929.849609375,11015.599609375,10874.9501953125,11013.099609375,4739600
2018-07-03,10974.2001953125,10985.650390625,10899.099609375,10940.75,3574600
2018-07-04,11033.0,11040.599609375,10944.2001953125,10986.0,3237400
2018-07-05,11008.599609375,11049.650390625,10989.9501953125,11049.650390625,3730300
2018-07-06,11037.2001953125,11084.7998046875,10991.7998046875,11001.650390625,4407900
2018-07-09,11119.5498046875,11126.349609375,11074.0498046875,11104.5,3196500
2018-07-10,11218.650390625,11227.75,11147.650390625,11170.7001953125,3605300
2018-07-11,11206.849609375,11244.25,11191.75,11225.75,3803600
2018-07-12,11269.7001953125,11333.7998046875,11258.9501953125,11266.0498046875,4208800
2018-07-13,11258.7001953125,11313.9501953125,11240.0498046875,11302.75,4013500
2018-07-16,11151.099609375,11261.0498046875,11140.25,11260.75,3830500
2018-07-17,11230.7001953125,11240.900390625,11138.849609375,11155.650390625,4419600
2018-07-18,11189.099609375,11298.2001953125,11163.9501953125,11283.25,5539000
2018-07-19,11160.5,11214.5,11137.9501953125,11209.4501953125,5004200
2018-07-20,11215.7998046875,11232.349609375,11145.9501953125,11166.4501953125,3749100
2018-07-23,11306.9501953125,11314.900390625,11222.0498046875,11230.0,4425300
2018-07-24,11389.2001953125,11395.150390625,11329.099609375,11332.849609375,5456200
2018-07-25,11385.5,11413.150390625,11364.7998046875,11404.900390625,4697900
2018-07-26,11431.150390625,11450.7001953125,11388.0,11390.4501953125,6995200
2018-07-27,11542.349609375,11547.2998046875,11476.7998046875,11495.7998046875,5914300
2018-07-30,11594.75,11602.099609375,11527.849609375,11564.400390625,6019500
2018-07-31,11633.849609375,11643.099609375,11541.4501953125,11585.2001953125,5533300
2018-08-01,11629.650390625,11670.2001953125,11592.0,11640.900390625,5810700
2018-08-02,11535.599609375,11613.099609375,11524.650390625,11613.099609375,4422100
2018-08-03,11648.849609375,11655.900390625,11585.7998046875,11588.150390625,4572900
2018-08-06,11674.25,11714.7998046875,11659.099609375,11689.7998046875,4079700
2018-08-07,11675.5,11715.900390625,11643.099609375,11710.349609375,5377600
2018-08-08,11731.75,11741.099609375,11663.099609375,11698.849609375,4509900
2018-08-09,11756.150390625,11775.349609375,11735.900390625,11773.2001953125,5344400
2018-08-10,11707.349609375,11763.4501953125,11695.7001953125,11761.150390625,5410100
2018-08-13,11624.650390625,11681.25,11612.5,11645.9501953125,4262500
2018-08-14,11703.400390625,11717.7998046875,11642.599609375,11651.150390625,3928800
2018-08-16,11647.75,11718.7998046875,11628.900390625,11665.0,4705700
2018-08-17,11747.2001953125,11758.900390625,11697.4501953125,11701.900390625,3983400
2018-08-20,11838.150390625,11847.5498046875,11779.75,11782.0498046875,4326200
2018-08-21,11862.099609375,11870.650390625,11828.400390625,11864.7001953125,3981000
2018-08-23,11881.400390625,11910.75,11839.2998046875,11910.75,4320100
2018-08-24,11856.2001953125,11901.9501953125,11824.150390625,11865.2001953125,4557300
2018-08-27,11989.349609375,11997.75,11895.9501953125,11905.5,4039600
2018-08-28,12028.2998046875,12056.849609375,12001.4501953125,12028.5,4213700
2018-08-29,11998.599609375,12047.099609375,11986.9501953125,12036.75,5142100
2018-08-30,11991.150390625,12007.5498046875,11954.650390625,12002.25,5975500
2018-08-31,12003.099609375,12049.099609375,11959.7001953125,11993.0498046875,6363100
2018-09-03,11904.349609375,12075.7998046875,11888.5,12075.7998046875,4661700
2018-09-04,11798.9501953125,11923.099609375,11771.7998046875,11917.599609375,4776000
2018-09-05,11751.0498046875,11816.849609375,11657.150390625,11789.099609375,6060400
2018-09-06,11815.400390625,11838.4501953125,11710.9501953125,11792.25,4999000
2018-09-07,11879.900390625,11893.75,11767.2001953125,11838.2001953125,5529100
2018-09-10,11717.9501953125,11867.25,11706.7001953125,11860.900390625,4933700
2018-09-11,11555.2001953125,11759.4501953125,11541.7998046875,11757.150390625,5473100
2018-09-12,11635.2001953125,11648.0,11508.5,11604.5498046875,5330300
2018-09-14,11791.7001953125,11800.2001953125,11707.2998046875,11711.2001953125,4837200
2018-09-17,11656.5,11740.7998046875,11645.599609375,11740.7998046875,3855100
2018-09-18,11546.150390625,11690.9501953125,11535.5,11659.0,5648700
2018-09-19,11499.849609375,11602.2001953125,11471.599609375,11595.0,5326900
2018-09-21,11387.5498046875,11610.0498046875,11073.9501953125,11539.599609375,11294000
2018-09-24,11185.5498046875,11416.9501953125,11163.7001953125,11412.349609375,6448100
2018-09-25,11287.599609375,11304.7001953125,11089.2001953125,11185.599609375,7270100
2018-09-26,11279.5,11370.349609375,11218.150390625,11370.349609375,6121500
2018-09-27,11186.7001953125,11313.849609375,11164.599609375,11305.2001953125,7040600
2018-09-28,11126.400390625,11247.25,11039.349609375,11221.5498046875,7159500
2018-10-01,11197.0498046875,11224.099609375,11002.25,11123.9501953125,6163400
2018-10-03,11045.7998046875,11177.400390625,11029.349609375,11172.099609375,6220500
2018-10-04,10794.2998046875,10938.75,10742.5,10938.75,6530300
2018-10-05,10510.0498046875,10735.849609375,10454.9501953125,10711.2998046875,8479500
2018-10-08,10523.7998046875,10587.400390625,10373.150390625,10502.0498046875,6783000
2018-10-09,10473.5498046875,10576.650390625,10433.2001953125,10566.7001953125,6593300
2018-10-10,10657.7998046875,10678.849609375,10496.7001953125,10505.75,6010900
2018-10-11,10432.0498046875,10537.9501953125,10329.0498046875,10360.7998046875,6827700
2018-10-12,10671.2998046875,10692.099609375,10523.2998046875,10532.25,5218700
2018-10-15,10712.599609375,10725.4501953125,10607.349609375,10722.400390625,3926500
2018-10-16,10796.099609375,10813.650390625,10729.5,10751.75,4114200
2018-10-17,10648.7001953125,10922.9501953125,10632.900390625,10900.599609375,4589300
2018-10-19,10504.0498046875,10586.75,10449.349609375,10541.0498046875,5701400
2018-10-22,10445.849609375,10608.650390625,10424.349609375,10606.099609375,4534400
2018-10-23,10341.5498046875,10423.650390625,10294.849609375,10354.150390625,4520800
2018-10-24,10415.400390625,10481.9501953125,10313.5,10468.150390625,5255900
2018-10-25,10307.7001953125,10351.5,10267.599609375,10319.349609375,7767100
2018-10-26,10225.2998046875,10321.7998046875,10186.0,10308.7998046875,5782300
2018-10-29,10452.7998046875,10473.75,10213.0,10272.7001953125,5523100
2018-10-30,10413.599609375,10491.849609375,10387.150390625,10444.0498046875,5022300
2018-10-31,10604.599609375,10615.099609375,10322.349609375,10428.900390625,6073300
2018-11-01,10607.599609375,10660.7001953125,10567.4501953125,10660.5,5668500
2018-11-02,10782.2998046875,10841.7001953125,10686.2001953125,10691.150390625,6560400
2018-11-05,10761.0,10789.2001953125,10708.849609375,10786.650390625,4700700
2018-11-06,10758.4501953125,10836.400390625,10717.2998046875,10790.099609375,4388100
2018-11-07,10827.650390625,10845.5,10822.150390625,10842.9501953125,4220000
2018-11-09,10823.2998046875,10855.400390625,10779.150390625,10845.900390625,4415500
2018-11-12,10715.0498046875,10883.099609375,10696.400390625,10847.2998046875,3865400
2018-11-13,10807.2998046875,10820.349609375,10674.25,10686.2001953125,3855500
2018-11-14,10803.150390625,10875.150390625,10759.099609375,10857.9501953125,6702400
2018-11-15,10844.599609375,10867.099609375,10779.0498046875,10807.2998046875,5188900
2018-11-16,10908.2001953125,10922.0498046875,10855.0498046875,10871.599609375,6022800
2018-11-19,10988.150390625,10999.349609375,10914.599609375,10958.25,4825600
2018-11-20,10875.0,10967.099609375,10860.099609375,10963.9501953125,4835600
2018-11-21,10836.2998046875,10897.599609375,10791.0498046875,10891.400390625,4926900
2018-11-22,10761.400390625,10878.849609375,10746.75,10847.75,4080600
2018-11-26,10856.849609375,10866.7001953125,10719.599609375,10803.4501953125,5081900
2018-11-27,10905.849609375,10915.0498046875,10825.2998046875,10848.5498046875,5414000
2018-11-28,10940.25,10972.849609375,10919.7998046875,10926.75,6099000
2018-11-29,11065.900390625,11087.75,10990.650390625,11017.75,9416400
2018-11-30,11092.25,11130.0,11045.849609375,11098.349609375,8020900
2018-12-03,11103.2001953125,11154.2001953125,11065.5498046875,11146.7998046875,6086400
2018-12-04,11086.400390625,11112.650390625,11054.650390625,11097.5,4878000
2018-12-05,10989.150390625,11037.25,10953.75,11036.099609375,5019100
2018-12-06,10805.849609375,10924.349609375,10793.7001953125,10922.599609375,5079100
2018-12-07,10894.099609375,10903.4501953125,10804.25,10849.099609375,4941400
2018-12-10,10686.25,10752.099609375,10674.150390625,10706.7001953125,5380600
2018-12-11,10761.75,10782.25,10532.650390625,10546.400390625,6164100
2018-12-12,10960.4501953125,10974.5498046875,10778.150390625,10805.4501953125,5290600
2018-12-13,11023.0498046875,11071.4501953125,10979.400390625,11031.75,5468000
2018-12-14,11040.2998046875,11055.2998046875,10986.7998046875,11018.150390625,5347700
2018-12-17,11125.75,11136.75,11077.400390625,11087.2001953125,4355400
2018-12-18,11150.900390625,11160.25,11061.0498046875,11089.650390625,4303300
2018-12-19,11223.400390625,11239.650390625,11176.349609375,11177.9501953125,5064100
2018-12-20,11201.349609375,11212.099609375,11135.75,11144.0498046875,4769200
2018-12-21,11005.849609375,11220.0,10991.5,11198.650390625,6027000
2018-12-24,10904.7001953125,11030.599609375,10891.150390625,11028.7998046875,3776000
