,eigenvalues,trace_stat,crit_90,crit_95,crit_99
0,0.19148905456214013,60.41848986599275,65.8202,69.8189,77.8202
1,0.1221905857483603,33.21067391718299,44.4929,47.8545,54.6815
2,0.07637632812264818,16.52897446627435,27.0669,29.7961,35.4628
3,0.03018458629286928,6.359301273299701,13.4294,15.4943,19.9349
4,0.018852545639854938,2.436162618526543,2.7055,3.8415,6.6349
