Ticker,Mean,Median,Min,Max,Std,CV
BZ=F,0.333321788796879,0.3206616690078474,0.1405435417724513,0.5953745516131963,0.10673576361252546,0.3311683436659336
IOC,0.30150560668241244,0.2786705865923198,0.1857668425554851,0.43641876791708295,0.056289077470773094,0.20209994999126005
ONGC,0.3091329916092394,0.2689242796635571,0.16209978375740133,0.5070585431673776,0.07560371245824861,0.2590859249544725
BPCL,0.3206677830556686,0.29461015293068027,0.16925896060308407,0.5251600855284987,0.07981580778555512,0.2583383333477732
RELIANCE,0.264073339718087,0.24401652429367596,0.16044499473928828,0.4544726954769286,0.07319709783182332,0.28161468019163954
