Ticker,count,mean,std,min,25%,50%,75%,max,skew,kurt
BZ=F,131.0,0.001444538664478365,0.09622171224432284,-0.25112518798942407,-0.06758418585322046,0.012323164468927672,0.06067049687765902,0.3351145736832355,0.016634625758877156,0.8652986852688076
IOC,131.0,0.013971928549331282,0.08703717159013613,-0.2336060521919352,-0.041551992200460575,0.008312678982164812,0.06557126382912148,0.3125181330740556,0.4002724173210908,1.0745264358185853
ONGC,131.0,0.0058066646734693155,0.08923900796049435,-0.22572262699794265,-0.0592426528629435,0.008343358666909495,0.06425689170977522,0.2458014914820863,0.05830668428635082,0.02141281075678858
BPCL,131.0,0.01664375175309486,0.0925688154338154,-0.30752208882715326,-0.03785122003828256,0.016364216094735262,0.07912382053086331,0.28012357880510574,-0.19714397929390856,0.9164033023295848
RELIANCE,131.0,0.014685592994219914,0.07623140688602051,-0.17643057114597926,-0.03730678396380904,0.006557804879189,0.06270847539396796,0.2748050178488093,0.4426150151725621,0.6956778556784151
