Date,BZ=F,IOC,ONGC,BPCL,RELIANCE
2014-02-28,0.024784283894160097,0.012153473571201445,0.05575606962421986,0.041317905385951814,-0.03826090349189659
2014-03-31,-0.012083323216597108,0.12582576386805755,0.10287630763666922,0.1964410738073723,0.1514413747940937
2014-04-30,0.002872610565129108,-0.0668013196279631,0.019882411259520616,-0.011257202019191226,0.005411238261168627
2014-05-31,0.012323164468927672,0.3125181330740556,0.1511582124834856,0.13739819232969896,0.13886543059241596
2014-06-30,0.02660568070801972,-0.04399766561217078,0.11644523144062013,0.1401198358331306,-0.04741053260120065
2014-07-31,-0.0580802837717016,-0.039510683644339295,-0.07196467171495158,-0.034309159066225,-0.008853407763873555
2014-08-31,-0.027055751109496207,0.1071444779844204,0.09557465555035538,0.17961717202062433,-0.007730184519471273
2014-09-30,-0.08617483198759857,0.008312678982164812,-0.06217059497826316,-0.03309946041114831,-0.05452895815655001
2014-10-31,-0.09767907089425609,0.004817322309471184,-0.008356877338534296,0.10058104237051335,0.056379707706745386
2014-11-30,-0.2020822416049688,0.002194326558235815,-0.06566617107042294,0.02923421473311283,-0.008985185583658684
2014-12-31,-0.20181174944098057,-0.09387272327807805,-0.09100031602043135,-0.14426148633933256,-0.10680729724948979
2015-01-31,-0.07872083067931701,0.044301553233133006,0.028874440638881893,0.14773926458992648,0.026684555599315374
2015-02-28,0.1663425193203274,-0.040096532817529784,-0.07872722987254921,-0.006161569344167006,-0.06745269371798734
2015-03-31,-0.1271145685298638,0.09975495415928348,-0.04552306450643151,0.0856442547352616,-0.03514963703017582
2015-04-30,0.19207241726574154,-0.020415588667576756,-0.0077005453437326565,-0.05847230412011584,0.04306627361472426
2015-05-31,-0.018437899599673457,-0.0139395425051978,0.08161026633888468,0.10586396560128986,0.029366312768943637
2015-06-30,-0.030509488957488173,0.07878938128756818,-0.06335681600426746,0.03377018196493253,0.13134824279909285
2015-07-31,-0.19718219779189283,0.11263821898732118,-0.12690882834045958,0.05250058272755975,0.0017483630087067326
2015-08-31,0.036483971738759724,-0.03996773543296017,-0.1306543165093288,-0.02223751630544335,-0.15745008362095447
2015-09-30,-0.11287823687303389,-0.013354537530241739,-0.04024945491403198,-0.03749203246581434,0.007449624023313284
2015-10-31,0.024304319717898704,-0.006110160408373311,0.07393647645923362,0.02369736390061039,0.09443483986385726
2015-11-30,-0.10522602164848838,0.05060512713054344,-0.03500832519016406,0.03458048512887668,0.020264081995907013
2015-12-31,-0.17950110574891065,0.018963186759551665,0.03194218528606019,-0.010535304869527806,0.047947649780408774
2016-01-31,-0.07056514794514346,-0.06320975509842253,-0.06626363941598878,0.00095227662131947,0.02029341854967015
2016-02-29,0.03479348251616887,-0.07542488885753951,-0.15326704287478066,-0.13503436844968952,-0.06870661131221123
2016-03-31,0.09614378808390578,0.06820360829431094,0.1016924134541437,0.16620454383324113,0.08932331822160933
2016-04-30,0.19507662577917584,0.09597970452216664,0.014605727358645737,0.07834860084386808,-0.06165962580336792
2016-05-31,0.031897972469743685,-0.040389170312247646,-0.030376283370667778,0.002553028665857937,-0.025612836740475764
2016-06-30,-0.00020123420900519662,0.05811935195454332,0.02599371346657353,0.10428432296437151,0.011728247808395764
2016-07-31,-0.157040009055057,0.21063936754640622,0.017415612624549937,0.10032985849873022,0.046126093419386116
2016-08-31,0.10243588834011641,0.05538108899083527,0.08455771413123347,0.016649513450527564,0.04347869731574594
2016-09-30,0.04204574376930159,0.02713966375621535,0.08261156358857136,0.016458612531611294,0.0221122378852181
2016-10-31,-0.015612521959734948,0.10501723973514165,0.11142014995015614,0.08814671379844619,-0.026887876277609024
2016-11-30,0.04394757967619922,-0.05332917967968953,0.023310933490619412,-0.03823781887701916,-0.06349318247331404
2016-12-31,0.10629132344454062,0.05810904013236229,-0.006511404999238302,-0.013208956978157715,0.08918065652673324
2017-01-31,-0.0076902873528830185,0.11974660633538559,0.056882797197086,0.07010402775289304,-0.03497241166071241
2017-02-28,-0.001976828920277285,0.08435572028395821,-0.03408001446838327,0.010776880138569034,0.16932927575816414
2017-03-31,-0.05092408587466135,0.017194873850587378,-0.04517987717623573,-0.01212161644578913,0.06477575327335039
2017-04-30,-0.021041370669268478,0.12833451761669235,0.008343358666909495,0.10146727752197027,0.05472445174001184
2017-05-31,-0.02783398336652043,-0.02438308126822797,-0.05254982305234002,0.03201578231914759,-0.039845887446703365
2017-06-30,-0.04867097620327243,-0.10874259019587118,-0.11799462023502016,-0.14829921167414373,0.028891580384597937
2017-07-31,0.09413335196500405,-0.046631196763463834,0.07410744886655696,0.10011122055514488,0.16529331821308357
2017-08-31,-0.005141408090312716,0.21485494347152567,-0.07633522548726646,0.11581203986897215,-0.012898533212946539
2017-09-30,0.09395551456332019,-0.12692396505222003,0.09022564015438306,-0.11549370060502895,-0.020721257388128578
2017-10-31,0.06444072496194053,0.036768817002792886,0.11142580079601583,0.13903277040889161,0.1863366947047096
2017-11-30,0.03522055715120409,-0.05440158029092501,-0.040149202791464944,-0.07224905255613834,-0.020726716032632986
2017-12-31,0.046562898487556126,-0.012659168884439076,0.0774631458756252,0.027117407139328087,-0.0005428373111788787
2018-01-31,0.03612636941640002,0.07210191727267468,0.04139558737290017,-0.05030786592192271,0.04277226205514406
2018-02-28,-0.04851510184809715,-0.04811637205399677,-0.07738364646240292,-0.1045687321391009,-0.007046522061885163
2018-03-31,0.06602909522862355,-0.07129315497695732,-0.04506356906419029,-0.004900890398396918,-0.07825455584934815
