scenario,instrument,p5_end,p25_end,p50_end,p75_end,p95_end,median_annualized_cagr
high_vol,Brent,3.1165588441811836,22.997827873781652,88.60156476985149,362.9051301839153,2754.15242342192,0.017636518908134002
high_vol,IOC,150.1385090962519,377.2910833539987,715.839411015183,1380.5204580211355,3409.9767948506137,0.18441354306685476
high_vol,ONGC,59.529471832221454,207.2394961586501,468.07818866336936,1030.7097261827407,3311.222220018171,0.07509123857474331
high_vol,BPCL,391.51153671340114,1036.1577450566358,2040.870285216738,4168.425005173365,11281.400783833968,0.2182857680610064
high_vol,RELIANCE,1647.273751639565,3848.093591015888,6788.723013662335,12769.422464224368,30607.46313384441,0.18863431331884617
