Ticker,BZ=F,IOC,ONGC,BPCL,RELIANCE
BZ=F,1.0,0.06016235432095554,0.4301367473650897,0.053282675387087135,0.19377387284560946
IOC,0.06016235432095554,1.0,0.5613815809379838,0.7410305071509219,0.39524158523120384
ONGC,0.4301367473650897,0.5613815809379838,1.0,0.5628318292139702,0.4299913272159287
BPCL,0.053282675387087135,0.7410305071509219,0.5628318292139702,1.0,0.495368586394786
RELIANCE,0.19377387284560946,0.39524158523120384,0.4299913272159287,0.495368586394786,1.0
